area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,R,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,2879280,Wheeler,"Wheeler, MS",179,B,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.990825688,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,All Wired,0.995412844,0.995412844,0.990825688,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,All Wired,0.995412844,0.995412844,0.990825688,0.990825688,0.990825688,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Any Terrestrial,0.995412844,0.995412844,0.995412844,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Any Terrestrial,1.000000000,1.000000000,0.995412844,0.990825688,0.990825688,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,All Wired and Licensed Fixed Wireless,0.995412844,0.995412844,0.995412844,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.995412844,0.990825688,0.990825688,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Copper,0.935779817,0.935779817,0.495412844,0.123853211,0,0.000000000
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Copper,0.935779817,0.935779817,0.495412844,0.123853211,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Cable/Fiber,0.990825688,0.990825688,0.990825688,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Cable/Fiber,0.990825688,0.990825688,0.990825688,0.990825688,0.990825688,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Cable,0.990825688,0.990825688,0.990825688,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Cable,0.990825688,0.990825688,0.990825688,0.990825688,0.990825688,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Fiber,0,0,0,0,0.000000000,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Fiber,0.004587156,0.004587156,0.004587156,0.004587156,0.004587156,0.004587156
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,All Fixed Wireless,0.481651376,0.229357798,0.224770642,0,0,0.000000000
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,All Fixed Wireless,0.481651376,0.238532110,0.211009174,0,0.000000000,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Unlicensed Fixed Wireless,0.009174312,0.009174312,0,0,0,0.000000000
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Unlicensed Fixed Wireless,0.009174312,0.009174312,0,0,0.000000000,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Licensed Fixed Wireless,0.477064220,0.224770642,0.224770642,0,0,0.000000000
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Licensed Fixed Wireless,0.477064220,0.233944954,0.211009174,0,0.000000000,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,R,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,2879620,White Oak,"White Oak, MS",218,B,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.944469324,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.959247649,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,All Wired,0.957456337,0.955217197,0.944917152,0.944469324,0.944469324,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,All Wired,0.969995522,0.969547694,0.959247649,0.959247649,0.959247649,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Any Terrestrial,0.957456337,0.955665025,0.951186744,0.944917152,0.944469324,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Any Terrestrial,0.995521720,0.995521720,0.993282579,0.962830273,0.959247649,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,All Wired and Licensed Fixed Wireless,0.957456337,0.955665025,0.951186744,0.944917152,0.944469324,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,All Wired and Licensed Fixed Wireless,0.995521720,0.995521720,0.993282579,0.962830273,0.959247649,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Copper,0.708016122,0.653828930,0.186744290,0.023287058,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Copper,0.708016122,0.653828930,0.186744290,0.023287058,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Cable/Fiber,0.944469324,0.944469324,0.944469324,0.944469324,0.944469324,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Cable/Fiber,0.959247649,0.959247649,0.959247649,0.959247649,0.959247649,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Cable,0.856695029,0.856695029,0.856695029,0.856695029,0.856695029,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Cable,0.856695029,0.856695029,0.856695029,0.856695029,0.856695029,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Fiber,0.562472011,0.562472011,0.562472011,0.562472011,0.562472011,0.562472011
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Fiber,0.620241827,0.620241827,0.620241827,0.620241827,0.620241827,0.620241827
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,All Fixed Wireless,0.640841917,0.110613524,0.110613524,0.024630542,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,All Fixed Wireless,0.874160322,0.364979848,0.363636364,0.040752351,0,0.000000000
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Licensed Fixed Wireless,0.640841917,0.110613524,0.110613524,0.024630542,0,0
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Licensed Fixed Wireless,0.874160322,0.364979848,0.363636364,0.040752351,0,0.000000000
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,R,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,2880160,Wiggins,"Wiggins, MS",2233,B,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.990608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.991304348,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,All Wired,0.993043478,0.990956522,0.990608696,0.990608696,0.990608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,All Wired,0.993739130,0.991652174,0.991304348,0.991304348,0.991304348,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Any Terrestrial,0.995826087,0.994086957,0.994086957,0.993043478,0.990608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Any Terrestrial,0.996869565,0.995130435,0.995130435,0.993739130,0.991304348,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,All Wired and Licensed Fixed Wireless,0.995826087,0.994086957,0.994086957,0.993043478,0.990608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,All Wired and Licensed Fixed Wireless,0.996869565,0.995130435,0.995130435,0.993739130,0.991304348,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Copper,0.651826087,0.486956522,0,0,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Copper,0.651826087,0.486956522,0,0,0.000000000,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Cable/Fiber,0.990608696,0.990608696,0.990608696,0.990608696,0.990608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Cable/Fiber,0.991304348,0.991304348,0.991304348,0.991304348,0.991304348,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Cable,0.917913043,0.917913043,0.917913043,0.917913043,0.917913043,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Cable,0.917913043,0.917913043,0.917913043,0.917913043,0.917913043,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Fiber,0.726608696,0.726608696,0.726608696,0.726608696,0.726608696,0.726608696
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Fiber,0.765565217,0.765565217,0.765565217,0.765565217,0.765565217,0.765565217
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,All Fixed Wireless,0.629217391,0.341217391,0.339826087,0.057739130,0,0.000000000
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,All Fixed Wireless,0.691478261,0.380173913,0.379826087,0.065391304,0.000000000,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Unlicensed Fixed Wireless,0.009391304,0.006260870,0.003826087,0,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Unlicensed Fixed Wireless,0.009391304,0.006260870,0.003826087,0,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Licensed Fixed Wireless,0.624347826,0.337739130,0.337739130,0.057739130,0,0.000000000
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Licensed Fixed Wireless,0.689391304,0.379130435,0.379130435,0.065391304,0,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,R,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,2880760,Winona,"Winona, MS",2875,B,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,All Wired,0.907563025,0.907563025,0.907563025,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,All Wired,0.092436975,0.092436975,0.084033613,0.016806723,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Any Terrestrial,0.907563025,0.907563025,0.907563025,0.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Any Terrestrial,0.100840336,0.100840336,0.084033613,0.016806723,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,All Wired and Licensed Fixed Wireless,0.907563025,0.907563025,0.907563025,0,0.000000000,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,All Wired and Licensed Fixed Wireless,0.100840336,0.100840336,0.084033613,0.016806723,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Copper,0.907563025,0.907563025,0.907563025,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Copper,0.092436975,0.092436975,0.084033613,0,0,0.000000000
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Cable/Fiber,0,0.000000000,0,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Cable/Fiber,0.016806723,0.016806723,0.016806723,0.016806723,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Cable,0,0,0,0,0,0.000000000
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Cable,0,0,0,0.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Fiber,0,0,0,0,0,0.000000000
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Fiber,0.016806723,0.016806723,0.016806723,0.016806723,0.016806723,0.016806723
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,All Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,All Fixed Wireless,0.016806723,0.016806723,0,0,0.000000000,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Licensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Licensed Fixed Wireless,0.016806723,0.016806723,0,0.000000000,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,R,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,2880800,Winstonville,"Winstonville, MS",119,B,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,All Wired,0.571428571,0.528571429,0,0,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,All Wired,0.571428571,0.528571429,0,0,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Any Terrestrial,0.971428571,0.971428571,0.857142857,0,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Any Terrestrial,1.000000000,1.000000000,0.957142857,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,All Wired and Licensed Fixed Wireless,0.571428571,0.528571429,0.085714286,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,All Wired and Licensed Fixed Wireless,0.742857143,0.700000000,0.314285714,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Copper,0.571428571,0.528571429,0,0.000000000,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Copper,0.571428571,0.528571429,0,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Cable/Fiber,0,0,0.000000000,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Cable/Fiber,0.000000000,0,0,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Cable,0,0,0,0.000000000,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Cable,0.000000000,0,0,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Fiber,0.000000000,0,0,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Fiber,0,0,0,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,All Fixed Wireless,0.857142857,0.857142857,0.857142857,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,All Fixed Wireless,0.957142857,0.957142857,0.957142857,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Unlicensed Fixed Wireless,0.857142857,0.857142857,0.857142857,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Unlicensed Fixed Wireless,0.857142857,0.857142857,0.857142857,0,0,0.000000000
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,R,Licensed Fixed Wireless,0.128571429,0.085714286,0.085714286,0,0,0
Nontribal,Census Place,2880840,Winterville,"Winterville, MS",70,B,Licensed Fixed Wireless,0.385714286,0.342857143,0.314285714,0,0,0.000000000
